Call..Failure,Complains,Subscription..Length,Charge..Amount,Seconds.of.Use,Frequency.of.use,Frequency.of.SMS,Distinct.Called.Numbers,Age.Group,Tariff.Plan,Status,Age,Customer.Value,Churn
12,1,26,4,3465,20,492,27,1,1,1,18,241.4051009435092,0
9,1,23,4,2711,274,12,35,5,2,2,29,2928.656819597026,0
11,0,26,3,18791,259,496,9,4,1,1,64,237.74901092612933,0
29,1,45,7,5747,115,3,49,4,2,1,31,3617.9229746023666,1
1,0,6,6,18107,24,177,34,5,2,2,20,3351.7634890088207,1
22,1,6,8,1919,253,233,34,2,1,2,69,1846.6250945065772,0
2,0,44,6,17302,210,258,36,3,1,1,62,2056.450548239909,1
9,0,8,9,13473,256,139,47,2,1,2,67,4588.804682386499,0
1,0,24,0,16965,167,64,19,5,1,2,49,65.66812761531371,1
29,1,22,6,14235,20,282,12,4,1,1,33,2816.51690411496,0
26,0,19,0,15710,85,362,10,4,2,2,55,4616.805628672317,0
22,0,37,6,14434,14,305,44,1,2,1,27,4569.936238847984,1
12,1,18,9,13478,49,204,18,1,1,2,34,2923.2788191234627,0
12,0,31,7,3881,195,16,27,4,1,1,66,1906.1499945479898,1
17,1,37,8,1999,287,199,37,4,1,2,57,494.5176316618699,0
2,1,30,2,14849,244,31,44,1,2,1,21,868.9210190617524,1
26,0,57,3,10903,200,211,3,1,2,2,32,3398.366776018307,1
6,0,42,3,16784,192,434,36,2,2,1,50,83.17041904883915,1
13,1,33,8,14700,145,272,18,4,2,2,56,4417.427882039912,1
19,0,10,6,5445,126,289,36,4,1,1,27,2939.6723507294178,1
28,1,37,2,2628,174,290,13,5,2,2,24,225.7333113238208,0
29,1,12,9,18040,133,482,30,2,2,1,50,1198.8371009581629,0
16,1,54,4,17004,65,485,27,3,1,1,34,2971.0045528382734,1
28,0,30,6,246,278,233,35,3,1,2,29,178.00632729907562,0
29,1,27,7,5212,245,407,43,3,2,2,34,3899.9370097888113,0
20,0,39,0,3339,236,181,37,1,1,1,64,4599.610334153016,1
11,0,9,1,19394,170,145,18,3,1,2,33,4806.1019665096865,1
24,0,54,6,2368,50,49,41,5,1,1,31,3668.296234502626,0
15,0,21,1,12186,152,429,0,1,2,1,20,4284.127354197585,1
23,1,12,6,1839,79,431,22,1,2,1,68,3053.537311648682,1
11,0,55,8,19287,144,102,27,3,1,1,61,2292.718322707872,1
14,1,29,1,6205,273,32,47,1,1,1,68,3565.6737668610363,0
24,1,33,6,4395,154,496,3,2,2,1,67,1120.903321313475,1
9,0,43,3,15290,142,470,40,2,2,2,47,548.9216309777512,0
29,1,53,1,3691,297,88,17,3,1,1,63,3809.254880644493,1
24,1,15,6,7470,33,484,48,5,1,1,69,4790.933964929345,0
6,0,2,4,3841,238,410,46,1,2,1,58,2887.3966616401176,1
19,1,52,0,4348,137,384,38,4,1,1,52,2412.7118549893016,1
4,1,39,4,17776,253,340,24,3,2,1,43,2672.0211563609223,1
0,1,53,2,6060,4,314,17,1,1,2,29,2392.3209219241626,0
29,1,44,6,15525,175,240,5,3,2,2,48,2211.001405886191,0
16,0,54,5,4300,213,265,18,3,1,1,69,4735.178470731064,0
2,1,18,7,3338,22,222,11,5,2,1,34,2398.815955641242,0
12,1,3,4,5487,12,235,24,4,1,1,54,405.51220506989284,1
13,1,7,1,3514,240,152,34,1,1,2,25,3827.5833953511824,1
23,1,43,8,17143,275,467,0,3,1,2,36,1957.8080170395733,0
29,0,18,7,11280,91,56,4,3,1,1,43,3553.4677287444183,0
17,1,44,5,10307,107,321,0,1,2,2,21,2897.8467978720337,0
3,0,38,9,9915,228,374,7,3,1,1,32,3565.900325779253,0
17,1,37,6,11158,151,111,38,3,2,1,68,309.9697851783978,0
29,0,58,8,8621,107,14,46,3,2,2,64,169.3666133391153,0
4,0,33,6,10547,288,411,42,2,1,2,31,1892.7081242557058,1
24,0,44,2,13485,175,268,17,2,2,2,47,3465.830689109704,0
15,0,59,5,2459,285,113,45,4,1,2,65,1118.4126345299705,0
0,0,31,6,5273,240,251,8,5,2,2,59,2167.0035898128604,0
20,1,58,1,18102,144,499,4,1,1,1,41,4904.051319864872,1
13,1,11,2,9457,13,373,3,5,1,2,63,1074.3727725867275,0
14,1,4,3,5423,274,141,43,5,2,1,69,4239.717308856818,1
8,0,59,9,17692,70,113,28,2,2,2,60,4127.304424055983,1
14,1,18,5,17434,194,449,0,4,1,1,51,4456.760926444942,0
16,0,4,0,5479,299,289,29,5,2,2,36,4575.708718143936,1
24,0,49,8,15419,10,482,44,5,1,2,20,2536.600961990661,0
23,1,34,4,2249,105,356,0,3,1,1,21,3409.668915977879,1
3,1,29,6,2809,257,24,2,1,2,2,28,3094.454560078472,0
11,0,24,8,2921,195,367,21,4,1,1,30,1544.742701827785,0
26,0,22,8,4676,144,309,7,1,2,2,67,1398.9379307735367,1
25,1,2,0,2417,219,254,17,2,1,1,35,1707.8498475054566,0
4,1,44,0,16916,173,462,24,5,1,1,36,1092.2886600384606,0
28,1,6,2,13463,215,267,47,5,1,2,61,3786.9177524639776,1
4,1,42,5,8167,92,125,19,1,2,2,50,4822.864342132579,1
10,0,25,1,1469,259,392,30,2,1,2,55,4338.858709190391,0
27,1,55,9,7292,62,249,29,3,1,2,20,1089.7020204419027,1
5,1,57,0,6931,28,286,15,3,2,2,66,259.57735356089916,0
6,1,21,0,19808,274,333,1,5,1,1,52,3785.4695353608754,1
23,0,55,4,1091,284,476,16,5,2,2,18,1951.0690295430811,1
13,0,59,3,16363,69,52,9,4,2,2,52,4123.0630808335745,1
23,0,16,0,260,278,367,6,1,2,1,53,3896.1789829322606,0
10,0,31,3,10456,230,42,41,5,1,1,55,3127.0512599950384,0
29,1,14,2,13435,254,165,8,2,2,2,56,1276.6966718969768,0
12,0,39,1,9377,171,41,16,1,1,1,42,520.178839150735,0
1,1,28,8,15813,179,379,8,4,2,2,57,1263.241630280676,0
24,1,32,0,4301,263,455,8,3,1,1,30,2548.798476727336,1
6,1,28,6,7207,182,175,36,4,2,1,21,4897.314878211911,0
19,1,51,3,16476,204,66,23,1,2,1,23,318.4362010017933,1
3,0,55,4,8556,248,65,38,3,2,2,28,1000.360004079659,1
26,0,49,9,13795,212,399,10,2,1,1,18,3136.397288462126,1
7,0,9,4,6125,158,82,7,3,2,2,25,1521.8219733351384,0
19,1,58,0,1924,99,349,24,3,1,2,51,4292.521497199421,1
28,1,45,5,19479,111,104,45,2,1,2,57,697.0849353279751,0
21,1,22,8,6683,165,399,1,5,1,1,69,4815.7876179197065,0
20,1,32,1,18922,35,286,9,5,1,2,26,4561.874457582634,0
18,1,5,6,18660,111,373,23,3,1,1,53,4437.645280053606,0
12,0,23,5,13331,86,185,47,3,1,1,66,865.3452088170804,1
13,1,5,4,9945,182,283,15,4,2,2,56,1647.4806212632216,0
9,0,42,3,17294,84,3,18,5,2,2,59,4020.484211167637,1
10,1,53,3,306,268,137,30,2,1,2,54,4039.0403277997307,1
1,1,32,5,4231,164,178,10,3,1,2,59,3525.8770760356615,0
24,0,59,3,6028,89,236,5,3,2,2,61,2240.2544076687586,1
25,0,10,4,12207,237,17,5,4,2,1,38,1557.9463533671856,1
8,1,59,5,6658,21,302,31,4,1,1,37,4814.789680908635,1
16,1,39,4,6336,166,415,38,4,2,2,55,696.31134944173,0
25,1,58,6,13896,214,413,47,1,1,2,18,218.77030480978055,1
2,1,15,8,9630,57,419,12,2,2,2,52,45.6525999493057,0
23,0,7,9,17256,29,8,2,1,2,1,45,3875.1345481684425,0
5,1,29,6,1141,105,419,40,3,2,1,24,283.52572983369737,0
4,0,59,6,17049,166,28,34,4,2,2,60,2693.21802235956,0
4,1,47,3,8400,153,143,37,4,2,2,61,1836.462205336512,1
21,0,3,0,951,6,347,16,4,1,1,26,734.5394503610347,1
14,0,19,7,9249,196,148,2,5,1,1,18,3702.9774344360158,1
22,1,10,3,12936,45,63,33,2,2,2,53,275.03415521967275,0
16,0,28,0,14455,17,366,11,1,1,2,51,1591.9691929272617,1
8,1,29,4,4722,152,449,23,2,1,1,51,2810.956127100455,0
2,0,15,7,12812,263,379,5,4,2,1,34,2012.078616781261,1
19,1,35,3,4008,73,186,41,3,1,1,49,1295.7409932960006,0
25,0,6,7,10060,144,365,10,5,1,1,19,4630.005023530233,0
16,1,12,7,13056,101,226,47,2,2,1,53,4654.85194249332,0
28,1,47,2,6655,120,117,26,3,1,2,42,2080.472698046132,0
26,0,38,8,17155,175,411,47,4,2,2,60,1968.7220838070996,1
9,0,13,2,13027,62,438,23,4,2,1,68,1536.9252374335047,0
2,0,29,0,4030,295,355,17,4,1,1,43,4278.780964561803,1
17,0,19,1,521,83,253,26,4,2,1,62,2839.576429974522,1
17,1,3,5,19739,14,30,40,5,1,1,43,447.6110645122761,1
29,0,8,9,1400,133,160,20,5,1,2,38,4266.603515591837,0
16,1,8,1,11930,120,214,33,2,2,2,35,2674.4313497850035,0
23,0,55,5,3723,127,443,32,4,1,2,46,2077.959020529542,0
2,1,58,0,6579,287,168,47,5,1,2,68,1689.3247182177895,1
2,1,20,0,19631,179,80,17,3,1,1,41,497.13295156472435,0
5,1,47,4,18242,81,45,2,5,1,1,64,4783.510782004347,0
12,1,4,9,4781,12,48,23,5,1,2,45,3706.2175873615083,1
23,0,51,8,12873,23,448,0,2,1,1,29,658.8878154949035,0
28,0,21,7,18782,167,297,5,5,1,2,28,2556.344095674172,1
14,1,3,2,16526,269,406,18,3,2,1,44,2777.8759889314347,1
24,0,45,2,11043,69,367,21,4,1,1,40,839.4437851537789,1
8,0,8,0,19853,88,282,42,1,2,2,50,2136.1076443115194,0
3,1,23,2,16375,188,472,7,2,2,1,33,3228.7305772700397,0
13,0,16,0,17101,256,415,4,3,1,1,45,1420.0528590738004,1
4,0,13,7,642,216,466,8,2,2,1,45,1658.0447744497417,1
1,0,3,0,18932,31,87,46,4,2,2,62,610.1423853250404,0
10,1,48,4,11885,140,120,20,5,2,1,55,2066.2032216287807,0
8,0,9,8,7549,160,2,27,5,1,1,23,2919.2864235414736,1
23,1,14,6,13397,31,315,45,3,2,1,59,582.6277034965849,1
2,0,13,3,15074,151,459,3,4,2,2,46,3073.9217941751776,1
26,0,53,8,13771,259,226,23,1,2,1,51,1988.9660737640618,0
27,0,57,8,949,215,78,7,1,2,1,20,3390.911271954041,1
28,1,7,1,16905,278,144,16,5,2,2,23,1574.18487758413,0
8,1,15,9,14732,284,241,33,4,2,1,65,2842.4961914580203,1
2,0,7,9,16738,97,31,19,4,1,1,55,3064.0142412990067,0
24,1,38,5,17866,29,262,15,3,2,1,30,3452.5369957307234,1
1,0,34,3,9839,89,210,9,1,2,2,53,3784.6949176864964,0
11,1,41,7,12823,147,70,33,3,1,1,32,681.7585494995399,0
9,1,22,6,18599,143,383,42,2,1,1,23,4826.213711001387,0
8,0,24,6,18921,66,196,9,4,2,2,50,4218.227078268809,0
14,0,49,9,14690,57,57,29,1,2,2,58,2811.593912993086,0
7,0,37,8,6339,280,423,29,3,1,1,29,4451.79435389179,0
24,0,44,4,10956,278,468,24,5,2,1,60,1912.1648399037467,1
4,1,1,5,3765,235,111,45,2,2,1,30,171.43275803066737,1
10,1,10,0,2827,127,47,42,3,1,2,50,3635.1569043397153,1
26,1,43,5,2058,208,434,40,5,2,1,68,4716.7207467768,0
1,0,16,1,11519,185,184,6,1,1,2,45,809.2733178765116,0
23,0,46,5,730,168,366,46,1,2,1,53,3219.3697350816774,1
27,1,8,8,1832,171,326,19,2,2,2,22,4067.127803261584,0
14,0,56,7,8600,259,164,16,5,1,2,42,4525.335258190415,0
5,1,49,8,15618,204,214,2,4,1,2,34,1382.63879557593,1
7,1,25,9,7170,134,330,46,1,2,1,54,643.6690469236578,1
26,1,50,7,4179,45,329,45,4,2,2,36,1239.250569379674,1
4,1,12,2,6299,8,120,39,4,2,2,52,2888.608205095678,1
15,1,25,7,7830,160,212,35,3,1,1,60,4593.641282477658,1
25,0,17,5,11439,288,310,25,3,1,2,51,2912.6790559925307,1
17,0,26,5,4802,105,40,9,1,1,2,63,4598.106504179982,1
5,0,46,5,6615,289,352,33,4,1,1,23,3850.1851184560956,0
4,1,48,2,6762,87,403,13,3,1,2,36,2991.9473208390464,0
27,1,14,9,5543,191,288,7,5,1,1,18,108.992546316648,0
15,1,41,0,4883,152,167,26,5,2,1,24,1665.3788393807063,0
12,1,36,3,15739,136,482,9,5,1,1,51,287.2977861245313,1
27,0,57,9,666,272,33,49,5,1,2,36,1611.2117513701419,0
4,0,23,5,276,148,317,14,4,1,1,50,311.66749079220403,0
12,1,43,9,14063,187,483,36,5,1,2,43,839.0793072503122,0
16,1,6,1,881,140,474,21,4,2,2,58,2053.4295812120445,0
17,1,47,6,2060,130,274,44,1,1,2,66,2574.4237271649035,1
7,0,5,6,14677,3,426,49,1,2,2,59,1085.7084414642743,0
12,0,43,3,18466,262,196,30,5,1,1,44,3662.8868962899446,1
29,0,25,3,6702,25,190,1,5,2,1,55,2951.8231093350987,1
28,1,18,0,9429,23,220,44,5,1,2,43,3458.802653816389,0
18,1,13,1,15853,265,9,30,1,1,2,52,3663.828405467066,1
25,0,43,8,158,228,119,13,3,1,1,37,3634.601692905118,0
2,1,14,9,15996,268,122,9,1,1,1,41,4681.169505984264,1
23,0,28,7,5229,124,246,29,5,2,1,64,1186.1016695733351,1
7,1,18,7,7956,171,359,35,3,2,2,38,1350.778196156341,1
1,0,59,8,12566,233,396,46,3,1,1,43,471.00534001075334,0
7,1,57,6,2526,294,220,39,2,1,1,37,2962.9317871555154,0
26,0,28,8,7803,274,260,14,4,2,1,23,1975.9275381893272,0
12,0,51,9,6574,75,57,13,5,2,2,20,2480.994403338814,0
12,0,56,1,8733,213,314,30,4,2,1,27,849.1072885706991,1
0,0,27,5,17522,157,459,28,2,1,1,29,3245.301252856915,0
5,0,32,2,7257,203,127,26,4,2,1,50,3095.0968031972557,1
23,0,47,5,3283,148,186,20,5,1,2,39,1323.9221346600978,1
18,1,9,2,15909,74,204,8,2,1,2,33,2327.08345213037,1
15,1,40,7,11802,228,85,19,4,2,1,34,4471.504690536399,1
7,1,32,3,7896,61,103,34,1,1,2,27,3867.495171628993,1
27,0,20,9,18803,57,142,14,3,1,2,29,1134.7193838166586,1
0,0,28,5,13526,273,204,23,2,2,1,36,4394.2742624980165,1
26,1,33,8,18140,107,128,48,1,1,2,57,336.5648671077143,1
26,0,4,1,11278,186,245,15,5,2,1,40,2069.6428302770614,1
15,0,46,1,13242,228,37,35,3,2,2,57,400.5911376869803,1
8,0,57,6,18690,47,362,10,2,2,2,27,4621.070970932442,1
12,0,34,1,2570,267,108,7,3,1,1,27,203.51220910021672,0
10,0,48,1,324,214,308,2,2,2,1,67,756.2014805395601,1
12,1,3,3,9721,289,51,18,2,2,1,27,4575.199719182756,0
24,1,26,8,5645,253,0,45,4,1,2,56,2910.7882245031465,0
20,1,8,7,18329,86,10,40,3,1,2,47,3975.9398754813296,1
9,1,6,1,14404,180,313,2,3,2,2,21,82.03380130897553,1
3,1,16,7,4486,24,234,35,1,1,2,18,2095.475352776586,1
26,0,24,3,2430,221,127,24,5,1,1,60,4922.328151371404,1
5,0,48,1,19894,48,423,35,1,1,1,36,2899.0953301507793,0
27,0,39,9,17229,174,213,10,4,1,1,22,4248.413942999594,0
6,0,30,6,13156,273,482,15,2,1,1,47,4817.797384484394,1
4,1,45,5,567,34,443,16,4,2,1,43,3425.2025451120335,0
10,1,13,9,2179,216,242,41,4,2,2,57,1638.1523084659038,1
12,1,5,4,2019,208,43,23,1,2,2,51,1543.0346713556692,1
25,0,25,0,15919,159,5,16,2,1,1,19,356.3870393823398,1
24,1,20,1,19703,6,155,47,5,1,2,41,2138.8605100304976,0
18,0,54,7,18704,268,414,19,4,2,2,31,4576.947078109402,0
22,1,18,0,18030,125,7,21,5,2,2,58,2390.312132969904,0
9,1,47,2,3909,89,4,5,2,2,1,59,4554.974550633905,1
9,0,18,1,8015,41,361,6,2,1,2,30,4085.7096661411947,0
10,0,2,4,3420,158,181,13,1,2,1,46,4920.935566449733,1
20,1,10,3,14885,201,111,10,3,1,2,18,4738.476409460315,1
29,1,55,6,16740,281,491,11,1,2,2,63,3532.416345264948,0
6,0,45,4,7485,287,272,45,5,2,1,51,4356.086434379875,1
17,1,50,7,19465,90,421,4,1,1,1,21,3740.3885081618782,1
3,1,47,3,18664,124,264,4,2,1,1,45,3516.972573211089,1
1,0,12,5,4131,125,457,19,4,2,1,36,3577.797889489011,1
13,1,47,3,10652,51,211,14,3,2,2,18,3605.21837678981,0
12,0,13,1,14379,102,77,25,2,2,1,53,1897.0950593077423,1
28,1,50,0,14903,186,269,32,4,1,1,60,2117.812080262921,1
11,0,47,0,15913,204,153,29,5,1,2,30,1470.3557958652214,1
6,1,57,7,19171,13,220,23,5,2,2,67,741.3028783566472,0
1,0,55,3,9470,103,368,22,5,2,2,59,2292.217001670962,1
12,1,11,4,16849,116,445,8,1,2,1,22,4499.746446361413,1
13,0,19,7,11540,92,346,2,5,1,1,50,3256.3235330891443,0
26,1,35,6,17871,143,24,35,5,2,2,31,280.901798590556,1
16,1,39,7,4597,109,463,47,1,2,2,33,4055.99972282326,0
8,1,53,7,4536,162,419,6,4,1,2,49,4677.007636087502,1
16,1,26,5,16709,52,353,21,2,2,1,67,4147.112199933853,0
7,1,46,9,9957,2,207,13,3,2,2,44,3637.7070707787348,1
1,1,14,1,4162,67,416,47,5,1,1,52,750.6019790666074,0
27,1,54,5,303,245,2,28,5,1,1,20,1744.9994612629405,0
23,1,45,0,5067,137,214,49,5,2,2,21,2826.4344417401517,1
12,1,44,0,5024,286,394,15,1,1,1,24,384.30389689194766,1
2,0,24,2,7715,65,111,47,1,1,1,30,531.3510706789243,0
15,0,41,2,11226,154,441,33,1,1,1,58,4671.26961005575,1
5,1,1,4,2631,86,191,9,3,1,1,20,3513.455966379918,1
18,0,51,0,13412,32,401,6,2,1,1,34,1375.4352302563777,0
290,1,43,9,199960,67,46,24,5,1,1,64,49994.553107531254,0
6,1,55,5,11647,186,488,26,4,1,2,27,1922.1465214008472,1
9,0,22,6,12569,191,427,14,5,2,1,64,375.3564628935846,1
8,1,23,9,2369,212,220,31,5,1,2,18,3695.8849935721405,1
1,1,56,2,11659,87,186,27,5,1,1,45,884.1700604560282,1
27,0,54,3,528,107,49,8,5,1,2,27,4025.6001241035506,0
27,0,19,9,10502,239,196,6,2,1,2,24,4229.3621488846675,0
14,1,18,9,4675,215,215,15,4,2,2,56,3192.1708871373207,0
29,0,12,9,18047,176,412,25,1,2,1,20,3849.2747169945656,0
4,0,55,9,19748,52,220,34,4,1,1,24,859.1758334302168,1
28,1,28,9,2341,48,379,16,5,2,1,26,2879.694913353184,0
21,0,28,2,13919,113,89,22,4,2,1,57,3383.9965722306565,0
3,0,59,0,14730,94,231,7,5,2,1,52,3307.8029042713893,1
19,1,33,7,15256,24,322,1,4,2,1,43,586.4493882159038,1
3,0,19,9,4905,131,257,30,3,2,2,22,1721.9123124001906,0
17,0,28,9,15539,178,152,31,4,1,1,30,1625.1876074116828,1
3,1,59,1,15255,144,255,28,1,1,1,62,2862.634362984542,0
26,1,52,0,8884,197,402,2,1,1,1,47,3826.185644338766,1
16,1,49,7,9143,83,423,7,4,2,2,57,2852.9518308510687,1
11,0,37,6,5950,156,257,1,4,1,2,67,3774.137193258271,0
21,1,26,6,1360,84,466,30,2,2,2,56,494.8379834950406,1
16,1,35,3,5127,252,64,48,4,1,2,27,4390.693454336387,0
9,0,34,8,14252,71,189,36,1,1,1,59,2683.0853468212986,0
21,1,35,5,8730,222,90,19,3,1,1,40,187.49330233586437,0
0,1,40,1,3925,275,437,28,1,1,2,28,3216.0650151121317,1
21,1,16,0,8463,282,172,16,2,2,2,29,2586.7359368153775,0
25,1,38,0,17412,263,246,9,4,1,1,30,1101.8478442428247,0
23,0,13,8,1242,245,255,40,3,1,2,57,3822.1272930567734,0
26,1,23,3,8784,60,115,21,1,2,2,66,4667.8412560399,0
17,1,54,4,9797,258,48,5,3,2,2,63,1613.417269217529,0
17,0,22,2,6406,6,226,42,5,1,2,66,2469.578414081845,0
13,1,16,3,19761,187,488,33,1,1,1,68,640.8749934921453,1
14,0,28,7,13965,3,68,30,5,2,2,33,4648.9986185240805,0
28,0,48,3,13733,230,421,11,3,2,1,26,1593.980298096165,1
11,0,35,8,17824,132,387,11,4,1,2,69,973.9234184976292,1
3,1,45,8,3626,124,400,15,4,2,2,27,2392.143383847277,0
26,0,46,5,10074,14,125,24,4,2,1,46,216.4124475059037,1
2,0,8,1,16568,12,436,21,5,1,1,26,1264.1841561320243,1
19,0,44,9,8031,117,212,26,4,1,2,50,338.2886824570541,0
28,1,55,6,3188,239,52,23,2,1,2,41,636.8557724709989,1
11,1,55,8,2945,262,111,11,1,2,2,52,560.7877543293405,0
6,1,22,5,6765,5,158,17,1,1,1,28,4362.099775089786,1
28,1,21,2,18858,230,239,44,3,1,2,56,4652.17424017314,0
10,1,26,6,10807,29,149,46,5,1,2,67,2372.61082890073,1
0,1,40,4,10204,21,138,15,1,2,1,30,3152.0854392667266,0
5,1,21,0,9352,155,417,3,5,1,2,40,3479.509486314992,0
14,0,25,2,4599,117,112,11,3,1,2,42,1956.566624360301,1
14,0,41,4,4313,192,142,48,4,2,2,67,1851.0523352144392,0
18,0,1,6,2218,194,369,32,3,2,1,33,3377.845096118348,0
10,0,6,2,13786,167,137,21,2,1,2,65,1883.5725762261923,1
25,1,23,5,17536,238,485,17,4,1,2,38,2905.0475977508854,0
22,0,51,4,56,243,479,47,4,1,2,27,2575.9640540572886,0
25,0,23,0,12533,68,436,32,4,2,2,58,2622.303004504907,1
1,0,43,9,143,94,303,26,3,1,1,57,4146.794314382255,1
13,0,43,5,7218,76,30,41,2,1,2,36,3520.2855444934826,1
1,1,23,7,8559,170,292,18,5,2,2,52,4803.413270190465,1
28,1,32,0,615,0,107,47,3,2,2,45,3954.883136257898,1
3,1,30,1,8062,61,283,13,1,1,2,58,728.9625729994787,1
16,0,13,3,11520,206,158,24,1,2,1,19,3692.416514999214,0
2,1,43,1,5977,153,325,33,3,1,2,68,3328.2377698356768,1
12,0,18,8,11419,273,13,23,5,1,2,47,3230.2198975567426,1
8,1,23,9,9780,47,121,37,1,2,1,57,2403.7231309600184,1
6,1,15,7,10681,136,214,22,5,2,2,67,312.3195990799321,0
14,1,33,7,6984,0,271,4,4,2,1,57,4757.423837550349,0
22,1,21,3,4971,234,24,43,3,2,2,22,4259.6234736220595,0
28,1,57,4,944,255,422,35,4,1,1,55,2434.04018705929,1
28,0,39,3,9114,106,321,23,1,2,1,59,792.9048381540421,0
10,1,23,8,7078,172,293,35,5,2,2,32,4122.363289278793,0
19,0,27,1,18130,129,168,4,4,1,1,53,2153.3580270459292,0
1,0,45,7,12312,293,102,38,1,1,1,20,1950.5696175317971,0
14,0,44,1,5783,39,353,5,2,1,2,41,3326.911159663507,1
13,0,18,0,9751,15,370,44,4,2,2,58,3793.3769926632576,1
19,0,24,9,6907,126,39,35,2,1,2,65,314.2036831022904,1
21,1,51,2,19310,202,234,44,2,2,2,65,3837.7820824175647,1
10,1,47,8,17473,133,319,3,1,2,2,64,3669.7025067581408,1
26,1,40,2,2957,258,88,9,3,2,2,58,2946.048052610218,1
2,1,51,8,18996,13,99,0,5,2,2,66,1692.0945717906716,0
16,0,42,6,6047,65,143,20,1,1,2,29,824.0107362791393,1
29,1,7,9,6249,194,81,39,4,1,2,25,513.2648459193163,1
11,1,50,0,16347,113,76,38,5,1,1,31,5.918468592839843,1
23,0,48,9,3759,158,58,36,3,1,1,35,1032.3008784604642,1
27,0,20,4,4263,160,228,2,1,1,1,61,2056.6848502498647,1
28,1,27,8,10281,253,90,46,3,2,1,63,1218.2216570004218,0
20,1,6,2,1902,14,353,30,4,2,1,37,1544.8952680250493,0
14,0,27,8,2567,36,394,26,1,2,1,40,1952.262076804951,0
15,1,9,4,10190,154,0,16,4,2,1,22,1541.3115423271556,0
4,1,53,8,8075,26,268,22,5,1,2,18,3623.105193293654,0
26,1,45,9,2994,11,285,12,5,2,1,62,2458.6339458248494,1
19,1,57,5,5229,66,196,46,3,2,1,63,96.63573876020348,0
5,0,31,8,2010,29,273,26,3,2,1,19,1133.341156811517,0
18,0,21,6,7377,95,77,19,5,2,1,33,3548.2912231726536,1
24,0,26,6,13036,214,140,45,2,2,1,22,1504.652616433929,0
4,1,40,7,17214,193,287,12,5,2,2,39,4600.708858495244,0
2,1,48,6,48,134,70,43,1,1,1,18,3563.320237237103,1
26,1,45,8,4210,289,455,23,4,1,1,29,1449.6348793982067,1
0,1,13,8,17562,31,49,40,5,2,2,36,2582.0492308672206,1
25,1,49,5,14838,38,454,2,5,2,1,39,3336.1951509008486,0
27,0,23,6,16038,205,371,42,4,2,2,59,966.8293266854766,0
5,1,20,1,7878,42,368,9,4,2,2,61,1230.9373394343115,0
14,1,37,8,16454,258,79,0,1,2,2,68,2535.6187293112826,1
1,0,54,0,15347,248,234,48,4,1,1,65,4624.473612451461,0
28,1,53,0,7879,73,286,12,3,1,1,34,1720.051834288076,0
2,0,28,2,18161,295,306,13,5,2,2,30,2010.6516405035325,0
16,0,17,5,13254,273,154,32,4,1,1,56,953.1010534075679,0
24,0,28,4,7380,189,59,1,1,2,1,45,2966.0434763655476,1
23,0,41,1,2228,137,32,1,4,2,2,20,3700.753736254992,1
11,0,2,8,9814,281,436,38,5,1,2,22,2203.2113315481024,1
17,1,25,9,8888,165,126,40,2,1,1,53,3751.246898299092,1
14,0,58,3,6391,277,220,30,4,1,2,32,1513.023616839787,0
11,0,50,3,9429,25,199,3,3,1,2,34,3534.922090142507,1
15,1,41,4,18790,72,416,33,5,2,1,61,1291.7226658522707,0
26,1,6,7,637,114,125,18,1,1,1,63,3903.247708857851,1
7,0,11,9,17333,50,40,36,5,1,2,46,4153.2078914960475,1
27,1,57,3,10096,170,274,8,2,1,1,21,3988.618341798944,0
13,1,38,4,3587,267,468,23,1,2,1,49,1077.36302925313,0
24,0,6,3,1111,2,296,12,2,2,1,66,3471.2471894696937,1
16,0,45,5,8367,209,84,43,2,2,1,60,2692.7019368817464,0
28,1,11,2,722,114,88,29,3,1,1,55,4930.184949945238,1
20,0,14,7,4866,166,41,18,4,1,1,21,1807.8841048953204,0
7,0,2,5,10139,264,119,40,3,1,2,30,3856.256764195203,1
14,1,40,9,17086,226,278,9,3,2,2,37,1850.3905852865848,1
26,0,3,4,2128,150,458,41,3,1,2,64,1984.2873707702097,1
13,0,55,1,9118,267,32,43,1,1,2,35,554.960922025487,1
17,0,53,9,2517,115,275,13,4,2,2,66,1198.3059291309567,0
19,0,35,9,17533,87,152,39,4,1,1,68,822.4214328616847,0
6,0,33,6,14228,241,89,47,1,1,1,59,796.0028052196355,1
2,1,24,1,14179,39,103,48,3,1,2,54,45.08263825928061,1
28,1,19,0,18262,181,435,19,3,1,1,29,3968.9038473638116,1
11,0,18,6,9675,208,11,3,2,2,2,42,2339.6560896984042,0
20,1,49,4,309,272,159,37,2,2,1,47,4020.83783980379,1
23,0,52,0,3952,118,416,43,5,2,2,32,3062.7520459940242,0
27,0,24,3,19433,23,457,49,2,1,1,53,4156.688312402547,0
25,0,45,3,13871,257,195,38,4,1,2,25,2518.8250161872056,1
2,0,35,9,9692,91,398,4,1,2,1,45,470.2051056941725,0
19,0,1,6,15,160,306,41,3,1,2,69,3083.818216169703,1
13,1,36,8,16989,148,261,31,5,2,1,39,3388.8243113137,1
14,1,25,1,16005,116,90,5,2,2,1,66,3132.5208415052753,0
24,0,45,0,14278,52,196,13,5,1,2,55,4006.681576132899,0
29,1,49,1,14817,44,68,5,1,2,2,33,3657.496220031066,1
13,0,43,6,9759,264,465,13,1,2,2,22,2163.1622459943455,0
