"Call..Failure","Complains","Subscription..Length","Charge..Amount","Seconds.of.Use","Frequency.of.use","Frequency.of.SMS","Distinct.Called.Numbers","Age.Group","Tariff.Plan","Status","Age","Customer.Value","Churn","Seconds.of.Use.Interval"
13,0,44,1,3718,105,345,32,1,1,2,19,4523.51253353493,0,"[0,4e+04]"
0,1,12,4,7910,96,211,40,3,2,2,66,3943.46425319915,0,"[0,4e+04]"
18,0,39,3,2693,229,388,45,4,2,2,48,4525.44555259925,0,"[0,4e+04]"
12,1,26,6,17009,226,147,46,5,1,2,65,2914.90101148258,1,"[0,4e+04]"
12,1,13,6,15858,99,77,28,2,1,2,27,2049.64780229304,0,"[0,4e+04]"
3,0,59,5,15932,54,364,30,5,2,1,33,3648.20682770972,0,"[0,4e+04]"
29,1,8,9,7692,194,13,0,2,1,1,54,1306.82014091325,1,"[0,4e+04]"
0,0,54,4,6398,7,135,33,4,1,2,37,390.269790027019,0,"[0,4e+04]"
16,0,28,0,7252,127,303,17,2,2,1,20,1723.07396365568,1,"[0,4e+04]"
7,1,58,2,11721,31,396,17,1,2,2,52,1496.18348743509,1,"[0,4e+04]"
1,0,30,8,17939,92,279,5,2,2,2,51,3377.69463908571,0,"[0,4e+04]"
27,0,9,0,11825,6,78,39,2,1,1,38,2756.81339405907,1,"[0,4e+04]"
7,1,39,4,4187,257,242,0,5,2,2,53,691.314920278928,0,"[0,4e+04]"
6,1,31,1,36,219,192,46,4,2,1,49,4542.52089885235,0,"[0,4e+04]"
25,0,58,3,18171,239,469,41,2,1,1,35,2966.69470252402,1,"[0,4e+04]"
25,0,21,0,6283,105,417,29,1,2,1,51,2288.42112711888,1,"[0,4e+04]"
1,1,56,2,15202,35,241,3,5,1,2,55,4685.97463559327,1,"[0,4e+04]"
21,0,47,9,8060,44,50,31,4,1,1,20,486.509243989504,0,"[0,4e+04]"
21,0,34,6,8065,297,231,9,4,2,2,20,3947.96469069859,0,"[0,4e+04]"
2,0,55,9,3880,8,258,42,3,2,2,44,1823.32752860005,0,"[0,4e+04]"
26,0,31,2,5932,86,383,4,1,1,2,19,3476.94875461986,0,"[0,4e+04]"
17,0,52,3,8328,176,374,8,5,2,2,20,4653.62713823839,0,"[0,4e+04]"
11,0,25,1,6333,129,217,4,5,1,2,34,2588.56540242709,1,"[0,4e+04]"
0,0,12,2,13870,194,205,10,1,1,2,63,113.194117143737,1,"[0,4e+04]"
21,1,1,8,11268,10,313,34,4,2,2,56,144.24115086169,1,"[0,4e+04]"
11,1,55,2,5067,121,488,26,2,2,2,55,1652.80409542688,0,"[0,4e+04]"
4,1,22,4,15616,234,380,3,1,1,1,57,3908.29109697531,0,"[0,4e+04]"
29,1,40,1,12075,30,455,9,5,1,1,36,1441.30671536791,0,"[0,4e+04]"
29,1,37,3,17045,223,368,38,1,2,2,36,1672.34300443109,0,"[0,4e+04]"
26,0,47,6,7973,152,310,32,4,1,2,61,3922.30356598784,0,"[0,4e+04]"
24,0,1,6,10002,211,374,37,3,1,1,22,580.945869596404,1,"[0,4e+04]"
16,0,1,2,7887,91,119,7,3,1,1,22,4234.06480981443,0,"[0,4e+04]"
15,0,57,4,414,128,79,48,2,2,1,31,1328.96257777053,1,"[0,4e+04]"
14,1,42,0,6850,196,41,23,2,1,1,44,256.115355144541,0,"[0,4e+04]"
22,0,54,9,2729,41,20,38,4,1,1,66,586.713532018446,1,"[0,4e+04]"
14,0,42,9,11929,227,9,32,2,2,1,65,4762.77443369412,0,"[0,4e+04]"
4,1,21,9,14988,193,312,40,3,1,2,53,2256.61977521934,0,"[0,4e+04]"
20,0,15,0,3897,17,152,42,4,1,1,57,1282.19052999229,1,"[0,4e+04]"
13,0,17,4,2169,242,311,18,4,2,1,52,2606.35475089598,0,"[0,4e+04]"
1,1,22,9,13563,275,293,1,4,2,1,38,3411.733266969,0,"[0,4e+04]"
10,0,38,8,18262,126,85,10,1,2,1,22,1593.99204022035,0,"[0,4e+04]"
18,0,35,0,12888,74,112,34,2,2,2,41,3626.35601580512,1,"[0,4e+04]"
6,0,45,0,4570,61,188,16,5,2,2,56,1261.26025453601,1,"[0,4e+04]"
5,0,16,3,1515,287,111,41,3,1,2,67,561.686160220203,0,"[0,4e+04]"
27,0,8,3,16958,185,174,2,2,1,2,41,2748.54110184547,1,"[0,4e+04]"
1,1,47,1,12634,177,309,21,3,2,2,57,755.593379470651,1,"[0,4e+04]"
5,1,17,8,19251,165,301,34,2,1,2,60,4702.4243934957,1,"[0,4e+04]"
17,1,17,8,13798,182,451,20,5,2,2,63,2.24514065925385,1,"[0,4e+04]"
1,1,54,1,19928,27,3,24,3,1,2,67,3778.48049983273,1,"[0,4e+04]"
17,1,26,8,4477,246,221,38,5,1,1,30,1397.36601978455,0,"[0,4e+04]"
29,1,13,5,16455,21,449,1,3,1,1,55,4230.43430886183,0,"[0,4e+04]"
14,0,17,7,19364,95,220,0,1,2,2,62,300.754418701876,0,"[0,4e+04]"
26,1,38,9,9551,121,170,6,1,2,2,18,4765.00299149786,1,"[0,4e+04]"
18,1,17,3,14179,249,317,19,3,2,2,60,506.974419165067,1,"[0,4e+04]"
1,0,48,1,39,136,483,42,3,1,1,56,3939.41377517723,1,"[0,4e+04]"
19,0,14,1,10222,276,212,5,5,2,2,27,2586.71106817802,0,"[0,4e+04]"
24,1,45,8,16116,60,252,35,4,1,2,19,2151.97395938792,0,"[0,4e+04]"
5,0,6,0,18284,249,123,20,3,1,2,33,1400.77892955136,0,"[0,4e+04]"
0,1,35,6,18601,94,127,45,2,2,2,54,4206.84767624533,0,"[0,4e+04]"
23,0,46,2,16049,295,212,34,2,1,1,33,998.756987664751,0,"[0,4e+04]"
14,1,14,2,4796,183,111,35,2,1,2,40,3606.2063749643,0,"[0,4e+04]"
27,0,47,1,4606,259,84,7,1,1,1,43,2228.95825514003,0,"[0,4e+04]"
29,0,8,9,17667,286,3,49,5,2,1,33,4992.47503573635,0,"[0,4e+04]"
22,1,15,5,8775,154,64,3,1,2,2,44,3056.99510084886,1,"[0,4e+04]"
9,1,54,9,14864,185,317,42,2,2,1,64,520.948019118842,1,"[0,4e+04]"
18,1,27,1,14193,68,345,15,3,1,2,58,2097.60594576,1,"[0,4e+04]"
16,1,13,9,14676,260,119,2,2,1,1,47,331.494901925979,0,"[0,4e+04]"
4,1,49,3,10457,114,242,6,3,2,2,50,1428.27817194557,0,"[0,4e+04]"
28,0,31,9,17199,7,385,1,5,1,1,49,1716.58397440552,0,"[0,4e+04]"
3,1,53,8,16044,264,136,0,4,2,1,26,4265.88304169802,1,"[0,4e+04]"
9,1,56,8,15066,270,246,0,3,2,2,28,4189.93738303768,0,"[0,4e+04]"
23,0,35,5,18895,248,440,37,1,2,1,54,57.786099917006,1,"[0,4e+04]"
16,0,6,3,246,104,44,6,2,2,2,23,2661.39307502546,1,"[0,4e+04]"
9,1,5,6,6516,262,145,23,2,1,2,47,1117.71877801641,0,"[0,4e+04]"
16,0,22,0,16800,223,367,4,2,1,1,57,1600.46549022778,1,"[0,4e+04]"
27,0,58,3,13342,270,175,20,3,1,2,32,108.256427627676,0,"[0,4e+04]"
19,1,49,4,16491,164,41,27,5,2,2,65,3748.72932722656,1,"[0,4e+04]"
23,0,23,7,9030,82,296,17,3,1,2,47,4752.94887876201,0,"[0,4e+04]"
4,0,25,1,1421,294,458,23,1,2,2,35,1096.33520156926,0,"[0,4e+04]"
1,1,34,4,12970,133,88,31,2,2,1,29,1708.86433523916,0,"[0,4e+04]"
5,1,26,5,7283,210,217,44,3,2,1,21,1032.16997364932,1,"[0,4e+04]"
20,0,47,4,15945,91,441,32,2,1,1,33,4650.24331820764,0,"[0,4e+04]"
1,0,5,8,255,126,227,9,1,2,2,40,46.7798395371338,0,"[0,4e+04]"
12,1,26,9,11019,190,297,8,4,1,1,28,2919.31140645518,0,"[0,4e+04]"
29,0,20,0,15487,158,290,48,4,1,1,41,4353.81980561075,0,"[0,4e+04]"
10,0,6,2,9029,9,421,32,4,1,1,39,931.535870576734,0,"[0,4e+04]"
10,0,6,1,19346,106,66,32,2,1,2,56,499945.531075313,1,"[0,4e+04]"
15,1,59,2,2282,86,250,6,3,1,1,32,253.240524324425,1,"[0,4e+04]"
10,0,50,9,8744,66,40,3,2,1,2,66,4072.92566783905,1,"[0,4e+04]"
18,0,18,8,17861,61,98,27,5,1,1,32,1372.14561386469,0,"[0,4e+04]"
14,1,4,8,9919,145,305,22,3,1,1,27,4943.7670859763,0,"[0,4e+04]"
24,0,17,9,13335,152,359,31,1,2,2,45,4610.04810244888,0,"[0,4e+04]"
22,0,57,1,591,106,341,43,4,2,1,53,3662.57984966357,1,"[0,4e+04]"
22,1,14,2,6277,147,455,15,3,1,2,690,2484.21320685746,1,"[0,4e+04]"
15,1,14,3,2260,185,78,45,3,1,2,53,3832.94555930451,0,"[0,4e+04]"
10,1,13,8,11139,177,300,9,4,1,1,39,653.045237713811,1,"[0,4e+04]"
21,1,7,2,347,265,198,13,1,1,2,40,1550.99819807086,1,"[0,4e+04]"
15,0,44,6,4443,148,146,38,2,1,2,46,134.481942884285,0,"[0,4e+04]"
7,0,55,2,11088,246,487,35,2,2,2,39,3225.1232080487,1,"[0,4e+04]"
3,1,15,6,8774,253,105,33,3,1,2,28,4027.68819040757,0,"[0,4e+04]"
7,1,19,6,6869,28,400,23,4,1,1,53,4731.42776756584,1,"[0,4e+04]"
3,0,43,8,19422,265,192,17,5,1,2,61,3432.53592525121,1,"[0,4e+04]"
23,1,47,1,2845,12,492,15,1,2,2,46,3660.45620111365,1,"[0,4e+04]"
24,0,44,5,12386,46,476,40,2,2,1,59,4477.27889117476,0,"[0,4e+04]"
2,1,35,8,1265,150,121,36,1,1,1,49,4681.89014429063,1,"[0,4e+04]"
2,0,17,1,12445,49,76,40,1,2,1,31,2456.48774934853,0,"[0,4e+04]"
26,1,35,1,12938,214,311,24,1,2,2,35,548.936948541371,1,"[0,4e+04]"
28,1,19,4,11159,131,111,7,4,2,2,55,2332.08654936079,0,"[0,4e+04]"
17,0,20,9,2274,112,348,23,4,2,2,54,2780.36931436145,0,"[0,4e+04]"
28,1,36,9,18854,251,296,19,4,2,2,51,3157.72385697772,0,"[0,4e+04]"
25,0,35,9,10482,52,169,47,3,2,1,62,4946.42278654637,1,"[0,4e+04]"
18,0,32,7,18961,129,5,29,4,2,1,40,4587.81607645385,0,"[0,4e+04]"
18,0,58,8,1068,192,196,19,3,2,2,49,1981.82101372864,1,"[0,4e+04]"
20,0,48,1,14706,78,97,17,2,1,2,63,567.268431353549,0,"[0,4e+04]"
4,0,44,4,5974,56,458,3,2,1,2,20,1073.95799111336,0,"[0,4e+04]"
17,1,40,6,10928,96,328,47,2,2,2,60,868.998114167103,0,"[0,4e+04]"
27,1,24,5,1950,197,229,35,2,2,1,39,1780.06363574498,0,"[0,4e+04]"
9,0,17,5,19477,134,167,5,2,1,1,40,4382.44641972616,1,"[0,4e+04]"
28,1,7,6,10411,146,296,2,4,1,1,21,2189.8425307436,1,"[0,4e+04]"
21,0,43,2,13388,171,264,17,5,2,1,30,2836.38685698929,0,"[0,4e+04]"
20,1,50,2,17771,62,7,46,4,1,2,49,895.834374193574,1,"[0,4e+04]"
5,1,1,9,4274,64,171,39,5,2,1,46,2464.24140492198,1,"[0,4e+04]"
0,1,35,8,2285,294,441,17,4,1,2,57,4368.13860700146,0,"[0,4e+04]"
4,1,32,7,19590,210,359,22,2,2,1,57,3867.31631759038,1,"[0,4e+04]"
8,0,36,4,19308,108,194,34,1,1,1,62,405.953578995108,1,"[0,4e+04]"
11,0,13,5,7045,281,268,5,5,2,2,27,4310.36134375058,0,"[0,4e+04]"
25,1,6,9,1618,171,18,25,1,1,1,30,1369.14048709963,1,"[0,4e+04]"
13,1,58,0,10979,11,353,20,2,1,1,62,3328.58124669984,0,"[0,4e+04]"
1,0,14,9,8562,219,351,23,5,2,1,34,731.914525713657,1,"[0,4e+04]"
16,1,37,0,12026,285,48,14,1,2,1,55,3373.22185042901,0,"[0,4e+04]"
13,0,48,3,7843,171,463,26,4,1,2,19,178.507144285817,1,"[0,4e+04]"
25,0,15,1,9895,235,355,31,2,1,1,34,3003.22350535109,1,"[0,4e+04]"
12,0,47,6,11966,165,337,11,4,2,1,61,3229.70085380672,1,"[0,4e+04]"
26,1,4,1,17732,186,461,4,4,1,1,43,1222.48357029532,1,"[0,4e+04]"
8,0,40,9,5289,169,157,6,2,1,2,55,4684.8804485524,1,"[0,4e+04]"
25,1,59,1,18806,51,65,21,5,1,2,54,229.861936002397,0,"[0,4e+04]"
24,0,16,4,18812,188,460,26,3,1,1,22,4458.54663392469,1,"[0,4e+04]"
14,1,28,3,3033,119,346,14,3,1,1,42,1909.48743821265,0,"[0,4e+04]"
24,1,16,7,8860,104,58,38,2,2,1,26,3569.57370851253,0,"[0,4e+04]"
21,1,4,3,7813,161,308,44,3,1,2,45,3257.74213673968,1,"[0,4e+04]"
14,0,45,5,17798,294,307,34,1,1,1,39,841.231080139978,0,"[0,4e+04]"
23,0,26,4,13860,40,336,25,5,2,1,46,1594.99637794929,1,"[0,4e+04]"
29,1,28,1,14294,164,158,22,4,2,2,52,2648.36740456267,1,"[0,4e+04]"
10,1,32,7,3621,159,270,12,4,2,2,37,4232.55135192303,1,"[0,4e+04]"
15,1,45,1,17138,263,120,25,2,2,2,22,4774.30037967734,1,"[0,4e+04]"
28,0,2,8,2347,17,253,2,4,2,1,56,102.933166686209,0,"[0,4e+04]"
16,0,31,8,14882,172,403,28,1,1,1,61,1762.79127735504,1,"[0,4e+04]"
25,0,3,2,17110,32,260,1,1,1,1,49,3340.71962291231,1,"[0,4e+04]"
3,0,54,3,4923,260,134,27,2,1,2,56,2638.64716621334,1,"[0,4e+04]"
0,1,8,7,19033,209,273,22,4,2,1,27,4715.1105792838,0,"[0,4e+04]"
7,1,24,8,15611,163,55,35,3,2,1,57,84.847172679739,0,"[0,4e+04]"
16,0,15,2,15367,4,330,48,3,2,2,34,2188.69699308818,0,"[0,4e+04]"
2,0,43,4,19199,33,95,5,5,1,2,54,3344.01923902311,0,"[0,4e+04]"
28,1,31,7,9066,279,113,10,2,1,1,32,1087.91856933978,1,"[0,4e+04]"
19,0,9,2,3279,144,474,37,5,1,2,26,3629.35693057474,0,"[0,4e+04]"
14,0,39,6,19368,70,473,33,3,1,1,49,406.143141106542,0,"[0,4e+04]"
14,0,45,7,3807,229,356,16,3,1,1,40,2255.19264740658,0,"[0,4e+04]"
23,0,2,9,13965,124,428,2,3,1,1,28,3381.17478095352,0,"[0,4e+04]"
21,0,8,2,16123,277,27,43,5,2,2,30,1333.78564120241,1,"[0,4e+04]"
13,0,7,1,16991,270,305,45,2,1,1,35,369.232088376314,1,"[0,4e+04]"
25,1,56,9,634,14,1,33,1,1,2,66,4785.10804899721,0,"[0,4e+04]"
27,0,44,6,12771,241,211,21,1,1,2,26,4569.11514397631,0,"[0,4e+04]"
22,0,51,8,17458,152,67,28,3,1,2,59,4631.84955805866,1,"[0,4e+04]"
13,1,39,0,18298,52,127,28,2,1,2,22,4892.51191648864,1,"[0,4e+04]"
23,1,42,2,14340,148,332,490,2,2,1,60,923.490272056858,1,"[0,4e+04]"
1,1,57,4,588,218,23,9,4,1,2,39,788.879988962226,1,"[0,4e+04]"
12,0,16,2,3231,112,252,9,4,1,1,49,171.072931038385,0,"[0,4e+04]"
25,1,35,0,6351,287,367,8,5,2,1,64,4459.11393808891,0,"[0,4e+04]"
13,0,30,6,3838,276,229,20,4,2,1,19,3763.81420567976,1,"[0,4e+04]"
290,0,10,6,199960,82,487,12,5,1,1,38,49994.5531075312,0,"(1.6e+05,2e+05]"
23,0,38,9,14346,217,175,9,1,1,2,45,4638.38079593069,0,"[0,4e+04]"
18,1,18,7,5044,225,428,37,3,1,2,69,2875.38307246249,0,"[0,4e+04]"
6,1,50,4,10247,269,374,10,2,1,1,41,648.65376362774,1,"[0,4e+04]"
2,1,5,9,11672,14,220,3,1,1,1,41,884.32237467504,1,"[0,4e+04]"
14,1,53,4,10271,289,441,45,1,2,1,31,660.919651690483,1,"[0,4e+04]"
22,1,29,4,6683,264,35,30,5,2,2,54,1538.29006361516,1,"[0,4e+04]"
13,0,39,0,11244,198,1,48,3,1,2,44,1897.48416556807,0,"[0,4e+04]"
10,0,34,9,6783,157,382,33,5,1,1,41,3984.19532342344,1,"[0,4e+04]"
14,0,43,4,5594,206,360,41,1,2,1,23,956.269557226717,1,"[0,4e+04]"
27,0,45,5,3822,173,273,34,2,2,1,43,3626.82576421851,0,"[0,4e+04]"
12,1,23,0,3389,183,176,38,4,1,2,32,2456.14251057254,1,"[0,4e+04]"
17,1,5,6,5914,264,263,38,5,1,1,46,4998.29960564136,0,"[0,4e+04]"
25,0,30,0,18164,245,185,32,1,1,2,53,3882.91230522434,1,"[0,4e+04]"
5,1,6,1,3688,35,14,7,4,1,2,27,4844.76494326646,0,"[0,4e+04]"
2,1,56,1,14683,258,488,31,4,1,2,45,1711.75750817664,0,"[0,4e+04]"
18,0,58,4,13080,18,400,32,1,1,1,68,615.250965831289,0,"[0,4e+04]"
14,0,46,9,9916,22,278,7,3,2,2,26,2529.47902572603,0,"[0,4e+04]"
24,1,44,6,5037,103,193,45,1,2,2,38,621.19736931737,1,"[0,4e+04]"
22,1,4,0,13453,240,197,13,2,2,1,27,2462.25852431032,0,"[0,4e+04]"
4,0,29,9,8640,203,348,33,4,2,1,21,1349.7051308769,0,"[0,4e+04]"
27,0,23,0,81,252,410,7,2,1,1,21,2455.23606214043,1,"[0,4e+04]"
9,0,6,0,6278,141,420,41,5,2,2,23,4748.18101810983,0,"[0,4e+04]"
6,1,32,5,16078,142,304,6,4,2,2,43,1445.17032111749,0,"[0,4e+04]"
24,0,42,1,15536,270,63,12,3,1,1,57,4967.17024684781,1,"[0,4e+04]"
16,0,18,0,17790,109,289,20,1,2,2,33,1146.64734702043,1,"[0,4e+04]"
6,1,15,5,7410,7,17,46,5,1,1,25,1040.54189498517,1,"[0,4e+04]"
21,1,40,1,15926,68,63,31,2,1,1,45,2723.94261499595,0,"[0,4e+04]"
25,1,58,5,15500,189,361,10,5,2,2,33,4210.22469158043,0,"[0,4e+04]"
29,1,32,9,1480,178,329,13,3,2,2,55,3747.51759590871,1,"[0,4e+04]"
11,1,9,7,9271,62,357,10,1,2,2,66,3617.68467647983,1,"[0,4e+04]"
24,0,37,1,3598,67,250,1,5,1,2,18,1413.16470576065,1,"[0,4e+04]"
16,0,10,8,15032,205,427,33,2,2,1,36,112.583880351619,0,"[0,4e+04]"
12,1,20,7,7993,5,16,43,5,1,1,67,808.741450721262,0,"[0,4e+04]"
19,1,6,9,10895,118,442,46,1,2,2,34,1747.36650569586,1,"[0,4e+04]"
24,1,48,0,15367,30,140,16,5,1,2,66,4858.418752851,0,"[0,4e+04]"
3,1,56,6,7644,5,307,13,2,2,2,45,4598.8872898694,0,"[0,4e+04]"
9,1,59,9,11948,206,443,24,1,2,1,61,1003.2229363305,0,"[0,4e+04]"
2,0,3,5,18142,156,495,47,3,1,1,29,3628.11238992348,1,"[0,4e+04]"
8,0,42,5,2599,66,425,26,3,2,2,23,2895.08428451691,1,"[0,4e+04]"
12,0,11,5,5813,288,474,7,4,2,1,24,249.213250438631,0,"[0,4e+04]"
17,0,43,5,3853,139,319,16,5,1,1,25,1858.52805649295,1,"[0,4e+04]"
14,1,17,9,18676,299,244,4,2,2,1,20,2430.36870182951,0,"[0,4e+04]"
3,0,32,6,1501,12,449,11,5,2,1,66,3337.87061675051,0,"[0,4e+04]"
14,1,4,2,8422,151,289,37,1,1,2,38,1474.52558007222,1,"[0,4e+04]"
21,1,4,5,7550,108,350,17,4,2,2,25,4669.09314527241,1,"[0,4e+04]"
1,1,17,2,4250,148,86,25,2,1,2,45,2259.39528351835,1,"[0,4e+04]"
14,0,41,6,6991,203,198,30,5,2,2,47,1242.64812058483,0,"[0,4e+04]"
7,1,19,6,16498,20,357,36,2,2,1,49,1582.14043623624,1,"[0,4e+04]"
7,0,5,7,4406,59,447,5,1,1,2,28,3759.42714309482,0,"[0,4e+04]"
16,0,32,1,18731,20,160,40,4,2,2,37,3201.42683787282,0,"[0,4e+04]"
11,1,22,8,1041,244,139,14,2,1,2,67,3710.8901072289,0,"[0,4e+04]"
18,1,56,4,6927,72,492,41,1,1,2,33,1461.7091266045,0,"[0,4e+04]"
9,1,6,8,16395,75,75,48,3,2,2,42,1634.24309251772,0,"[0,4e+04]"
8,0,35,9,7871,185,18,25,2,1,1,62,1983.59558275393,1,"[0,4e+04]"
4,1,22,4,6375,77,392,11,4,2,2,26,942.96499247502,0,"[0,4e+04]"
5,0,1,6,3676,64,329,40,2,1,1,68,3455.22272468124,0,"[0,4e+04]"
19,1,20,8,13017,289,400,46,2,2,1,56,1646.74757038924,1,"[0,4e+04]"
25,1,22,3,3065,55,49,13,1,2,1,66,1631.18112070971,0,"[0,4e+04]"
1,0,48,1,2036,258,231,0,5,1,1,57,1346.8248494357,1,"[0,4e+04]"
26,0,55,8,3046,189,294,16,5,2,1,57,2264.13902350713,0,"[0,4e+04]"
23,0,11,1,16924,5,424,32,2,2,1,20,3859.88039617105,1,"[0,4e+04]"
26,0,13,2,76,5,393,28,4,2,2,33,4178.04352729137,1,"[0,4e+04]"
12,0,59,9,19451,190,11,44,4,1,1,29,4022.53938841613,1,"[0,4e+04]"
5,0,42,1,15880,147,334,30,1,2,2,32,3105.96788805943,1,"[0,4e+04]"
4,1,3,2,16407,257,478,7,2,2,1,21,1402.13767529139,1,"[0,4e+04]"
24,1,9,5,17059,217,14,29,2,1,1,40,3674.27602904189,0,"[0,4e+04]"
0,0,12,2,4267,89,27,12,5,2,1,44,196.809708710644,1,"[0,4e+04]"
20,1,23,9,5988,9,387,15,1,1,2,56,3990.76203655224,1,"[0,4e+04]"
21,0,14,7,8680,86,291,1,3,1,1,60,3901.13782033287,1,"[0,4e+04]"
20,1,33,5,1485,249,374,44,4,2,1,54,3350.00556588239,0,"[0,4e+04]"
5,1,18,6,14713,150,320,17,4,1,2,30,489.627249927889,1,"[0,4e+04]"
5,0,49,0,2419,112,249,34,2,2,1,60,4986.70667764149,0,"[0,4e+04]"
22,0,59,2,15312,29,491,44,1,2,1,54,3782.04596200498,0,"[0,4e+04]"
15,0,41,2,3495,127,97,18,3,2,1,57,3674.03415503946,1,"[0,4e+04]"
3,1,9,1,17140,77,302,12,4,1,2,38,320.039262646558,0,"[0,4e+04]"
29,0,23,6,10716,54,336,3,1,1,1,46,1993.52563286449,0,"[0,4e+04]"
10,1,10,8,12442,33,38,18,3,2,1,46,430.864998234907,0,"[0,4e+04]"
29,0,19,3,18163,104,37,49,2,2,2,66,1805.1850340452,0,"[0,4e+04]"
29,1,47,4,12961,171,299,24,5,1,2,28,2852.42777178592,0,"[0,4e+04]"
29,1,5,2,10307,21,178,37,4,2,1,68,4394.36094178308,1,"[0,4e+04]"
23,0,47,8,6487,286,96,30,4,1,1,67,1414.68866497248,0,"[0,4e+04]"
22,1,52,3,9664,104,379,35,3,1,1,45,3117.07326241137,0,"[0,4e+04]"
8,1,23,4,16360,148,468,3,5,2,1,27,823.259611724028,0,"[0,4e+04]"
22,0,30,0,16642,271,281,38,1,2,2,22,1769.81928471112,0,"[0,4e+04]"
2,1,25,1,4075,275,237,6,2,2,2,42,4736.18737618166,0,"[0,4e+04]"
18,0,28,8,17502,298,163,15,1,1,2,50,3738.20457791366,1,"[0,4e+04]"
7,0,34,90,15285,171,452,47,3,1,1,34,2729.02882093586,0,"[0,4e+04]"
4,0,45,4,7631,46,96,4,4,1,2,66,1258.48399578081,0,"[0,4e+04]"
3,0,56,7,3017,113,256,46,4,1,2,50,1898.52611321944,0,"[0,4e+04]"
23,1,48,2,18042,274,308,22,1,2,1,42,783.466669262573,1,"[0,4e+04]"
5,1,47,5,18181,206,261,35,2,1,1,50,1767.3359654853,1,"[0,4e+04]"
1,1,25,3,784,241,292,31,3,2,1,26,753.164131435962,1,"[0,4e+04]"
19,0,10,6,5691,195,257,23,2,1,1,44,3976.53516505557,0,"[0,4e+04]"
27,1,14,9,15765,163,248,24,3,1,1,42,403.795449711441,0,"[0,4e+04]"
10,1,42,2,3196,175,244,44,2,2,1,21,947.027399035526,0,"[0,4e+04]"
3,0,57,5,9552,270,250,27,1,1,2,26,3455.83364890377,0,"[0,4e+04]"
14,0,46,9,8532,109,122,18,5,2,1,63,4512.58356210289,0,"[0,4e+04]"
5,1,58,8,16946,171,324,6,3,1,1,32,4822.95804883801,0,"[0,4e+04]"
21,0,30,9,4746,201,473,43,1,2,2,33,4180.11458370388,0,"[0,4e+04]"
16,0,55,0,2999,167,168,40,4,1,2,33,1057.35888183112,0,"[0,4e+04]"
29,0,41,2,17577,101,434,16,4,1,2,30,1428.55642916025,0,"[0,4e+04]"
23,0,25,1,11302,85,174,1,2,2,2,31,4353.76176499276,0,"[0,4e+04]"
5,1,590,7,16452,141,268,15,4,2,2,39,4446.66482372055,0,"[0,4e+04]"
18,0,35,6,15595,212,203,38,5,2,1,38,3203.26582910056,1,"[0,4e+04]"
29,0,52,1,18812,50,324,17,3,1,1,26,1568.20549593435,1,"[0,4e+04]"
24,0,48,5,6200,111,65,38,2,1,2,58,1120.28331522988,1,"[0,4e+04]"
1,0,34,2,5396,270,314,0,3,1,2,21,4261.41349631373,1,"[0,4e+04]"
14,0,10,7,13410,64,323,2,3,1,2,27,1026.27499224878,0,"[0,4e+04]"
10,0,35,9,13203,182,58,20,1,1,2,52,3309.02175341209,1,"[0,4e+04]"
7,0,11,2,3598,9,218,29,4,1,1,26,4839.76671367066,1,"[0,4e+04]"
25,0,11,9,10564,233,497,10,3,2,2,68,3526.45696249897,1,"[0,4e+04]"
18,1,21,8,12748,297,372,21,5,1,2,65,1288.35156582299,1,"[0,4e+04]"
12,0,21,0,16957,243,265,46,5,1,1,33,1412.52950637222,1,"[0,4e+04]"
11,1,22,4,7636,266,140,24,4,2,1,66,464.473877104527,0,"[0,4e+04]"
4,0,45,2,17862,117,235,2,4,2,1,35,3431.18744980406,1,"[0,4e+04]"
5,0,7,5,10265,143,385,29,2,2,2,27,2592.178407319,1,"[0,4e+04]"
25,0,55,9,9705,200,217,23,2,2,2,38,1032.35849768084,0,"[0,4e+04]"
21,0,17,1,14298,238,14,44,2,2,1,68,1138.34150274715,1,"[0,4e+04]"
3,1,2,8,18580,245,301,35,4,1,2,32,45.1227738359156,0,"[0,4e+04]"
18,0,12,5,9703,7,440,22,3,1,2,32,4892.09699553323,0,"[0,4e+04]"
19,0,57,6,13336,151,137,7,1,2,1,28,4140.09092770466,0,"[0,4e+04]"
0,1,42,4,8166,210,405,3,2,2,1,57,1970.84975264112,0,"[0,4e+04]"
19,1,18,8,16116,157,231,49,1,1,1,65,4730.44925397046,1,"[0,4e+04]"
16,0,54,0,6050,57,88,38,5,2,2,59,3385.59969577201,1,"[0,4e+04]"
11,1,59,4,11184,85,462,42,4,1,1,58,3757.31267813907,0,"[0,4e+04]"
14,1,11,9,12712,54,76,30,5,1,2,64,3399.7774993687,1,"[0,4e+04]"
0,1,16,5,8484,200,135,28,2,2,2,54,3784.24415977145,0,"[0,4e+04]"
25,0,49,6,2593,121,404,35,3,1,2,37,854.694640677883,1,"[0,4e+04]"
13,0,51,3,10315,107,468,12,2,1,1,51,2811.98998767399,1,"[0,4e+04]"
5,0,18,0,15200,131,405,40,1,1,1,39,4246.88137694229,0,"[0,4e+04]"
4,1,35,7,9107,197,109,8,2,1,1,65,97.7129198502918,1,"[0,4e+04]"
29,0,53,9,3869,46,352,20,3,2,2,35,617.214766942705,0,"[0,4e+04]"
10,1,59,3,15447,227,300,2,3,2,1,33,1228.19904830545,0,"[0,4e+04]"
